DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,,
211205805,12,77th Street,1257,300 W 78TH ST,,33.9689,-118.2789,,,,,,,,,,,,,,,,
211308038,13,Newton,1373,700 E 56TH ST,,33.9916,-118.2628,,,,,,,,,,,,,,,,
210904750,9,Van Nuys,998,12900 VENTURA BL,,34.1451,-118.4137,,,,,,,,,,,,,,,,
211704864,17,Devonshire,1712,11200 KEY WEST AV,,34.2747,-118.5527,,,,,,,,,,,,,,,,
212109805,21,Topanga,2136,MILWOOD,SHERMAN WY,34.201,-118.5943,,,,,,,,,,,,,,,,
211600684,16,Foothill,1684,7800 AGNES AV,,34.2131,-118.3954,,,,,,,,,,,,,,,,
210714136,7,Wilshire,721,LA CIENEGA,BEVERLY,34.0761,-118.3766,,,,,,,,,,,,,,,,
210405927,4,Hollenbeck,437,4700 VALLEY BL,,34.0689,-118.1878,,,,,,,,,,,,,,,,
211319156,13,Newton,1317,1700 E 16TH ST,,34.0232,-118.2414,,,,,,,,,,,,,,,,
210508291,5,Harbor,557,7TH,GAFFEY,33.7379,-118.2923,,,,,,,,,,,,,,,,
211104083,11,Northeast,1147,3100 CHAUCER ST,,34.0978,-118.2293,,,,,,,,,,,,,,,,
210112804,1,Central,148,5TH,CROCKER,34.0435,-118.2427,,,,,,,,,,,,,,,,
211006850,10,West Valley,1003,7600 RESEDA BL,,34.2148,-118.5404,,,,,,,,,,,,,,,,
211210983,12,77th Street,1266,8100 S HOOVER ST,,33.9655,-118.2871,,,,,,,,,,,,,,,,
210315155,3,Southwest,361,5000 OBAMA BL,,34.0171,-118.3531,,,,,,,,,,,,,,,,
210413380,4,Hollenbeck,428,EASTERN,LOMBARDY,34.0782,-118.1781,,,,,,,,,,,,,,,,
212017690,20,Olympic,2058,900 S VERMONT AV,,34.0528,-118.2916,,,,,,,,,,,,,,,,
211314936,13,Newton,1303,900 S MAPLES AV,,34.0341,-118.2507,,,,,,,,,,,,,,,,
210111447,1,Central,119,ALAMEDA,LOS ANGELES,34.0564,-118.2374,,,,,,,,,,,,,,,,
210711733,7,Wilshire,762,1400 S POINT VIEW ST,,34.0522,-118.37,,,,,,,,,,,,,,,,
211513864,15,N Hollywood,1569,10100 RIVERSIDE DR,,34.1522,-118.3507,,,,,,,,,,,,,,,,
210620847,6,Hollywood,648,1600 N WESTERN AV,,34.1001,-118.3092,,,,,,,,,,,,,,,,
211513514,15,N Hollywood,1516,CAMELLIA,ARCHWOOD,34.1922,-118.3823,,,,,,,,,,,,,,,,
211813934,18,Southeast,1836,1500 E 107TH ST,,33.9388,-118.2479,,,,,,,,,,,,,,,,
210400925,4,Hollenbeck,424,3500 VALLEY BL,,34.07,-118.1998,,,,,,,,,,,,,,,,
210204009,2,Rampart,233,200 S BENTON WY,,34.0667,-118.2797,,,,,,,,,,,,,,,,
211010708,10,West Valley,1001,19400 KESWICK ST,,34.2106,-118.5555,,,,,,,,,,,,,,,,
211804816,18,Southeast,1822,400 W 98TH ST,,33.9472,-118.282,,,,,,,,,,,,,,,,
210319185,3,Southwest,392,4900 ARLINGTON AV,,33.9969,-118.3182,,,,,,,,,,,,,,,,
210812726,8,West LA,817,1000 WESTWOOD BL,,34.0608,-118.4454,,,,,,,,,,,,,,,,
210206442,2,Rampart,248,300 COLUMBIA AV,,34.0572,-118.2658,,,,,,,,,,,,,,,,
211204710,12,77th Street,1263,1600 W 80TH ST,,33.9664,-118.3068,,,,,,,,,,,,,,,,
211308989,13,Newton,1352,46TH ST,WALL ST,34.002,-118.2718,,,,,,,,,,,,,,,,
211114389,11,Northeast,1195,1000 VIN SCULLY AV,,34.0724,-118.2467,,,,,,,,,,,,,,,,
211817904,18,Southeast,1844,600 E 113TH ST,,33.932,-118.2652,,,,,,,,,,,,,,,,
211200826,12,77th Street,1267,FIGUEROA ST,MANCHESTER,33.9601,-118.2827,,,,,,,,,,,,,,,,
210806262,8,West LA,861,SUNSET BL,PACIFIC COAST,34.0398,-118.5608,,,,,,,,,,,,,,,,
210100738,1,Central,153,6TH,SPRING,34.0466,-118.252,,,,,,,,,,,,,,,,
211711891,17,Devonshire,1782,8700 CORBIN AV,,34.2282,-118.5623,,,,,,,,,,,,,,,,
211510052,15,N Hollywood,1566,BELLFLOWER,MOORPARK,34.1504,-118.3735,,,,,,,,,,,,,,,,
212012966,20,Olympic,2069,1000 S HOOVER ST,,34.0499,-118.2879,,,,,,,,,,,,,,,,
211518580,15,N Hollywood,1555,11100 MAGNOLIA BL,,34.1649,-118.3729,,,,,,,,,,,,,,,,
210121585,1,Central,164,7TH ST,S MAIN ST,34.0442,-118.2519,,,,,,,,,,,,,,,,
211319914,13,Newton,1367,5200 LONG BEACH AV,,33.9951,-118.2432,,,,,,,,,,,,,,,,
212117961,21,Topanga,2158,VICTORY,VARIEL,34.1884,-118.5928,,,,,,,,,,,,,,,,
210215938,2,Rampart,241,6TH ST,OCCIDENTAL,34.0657,-118.2825,,,,,,,,,,,,,,,,
212018732,20,Olympic,2002,BEVERLY,HARVARD,34.0799,-118.3113,,,,,,,,,,,,,,,,
210206209,2,Rampart,237,300 BELMONT AV,,34.0669,-118.2632,,,,,,,,,,,,,,,,
211915392,19,Mission,1984,8800 KESTER AV,,34.2301,-118.4575,,,,,,,,,,,,,,,,
210216725,2,Rampart,295,1300 S BONNIE BRAE ST,,34.0457,-118.2801,,,,,,,,,,,,,,,,
211306578,13,Newton,1363,WADSWORTH AV,48TH ST,34.0003,-118.2587,,,,,,,,,,,,,,,,
211211460,12,77th Street,1283,WESTERN AV,92ND ST,33.9527,-118.309,,,,,,,,,,,,,,,,
211304398,13,Newton,1307,7TH,GLADYS,34.0387,-118.2439,,,,,,,,,,,,,,,,
210409259,4,Hollenbeck,499,OLYMPIC,LORENA,34.0175,-118.1975,,,,,,,,,,,,,,,,
211818849,18,Southeast,1827,95TH ST,GRAHAM AV,33.9506,-118.243,,,,,,,,,,,,,,,,
210116921,1,Central,157,6TH,TOWNE,34.0412,-118.2436,,,,,,,,,,,,,,,,
210313016,3,Southwest,393,4200 7TH AV,,34.0073,-118.3248,,,,,,,,,,,,,,,,
210711583,7,Wilshire,765,PICO,LA BREA,34.0479,-118.3447,,,,,,,,,,,,,,,,
211908200,19,Mission,1943,14700 CHATSWORTH DR,,34.271,-118.4524,,,,,,,,,,,,,,,,
210309824,3,Southwest,392,4700 10TH AV,,34.0009,-118.3281,,,,,,,,,,,,,,,,
211714122,17,Devonshire,1794,ETIWANDA,PARTHENIA,34.2251,-118.5372,,,,,,,,,,,,,,,,
211311870,13,Newton,1361,300 W VERNON AV,,34.0038,-118.279,,,,,,,,,,,,,,,,
211609971,16,Foothill,1672,11800 ART ST,,34.2327,-118.3928,,,,,,,,,,,,,,,,
210104673,1,Central,156,5TH,SAN PEDRO,34.0442,-118.2439,,,,,,,,,,,,,,,,
211911950,19,Mission,1902,15100 ROXFORD ST,,34.3187,-118.4633,,,,,,,,,,,,,,,,
210511043,5,Harbor,529,700 FLINT AV,,33.7792,-118.2494,,,,,,,,,,,,,,,,
210112408,1,Central,138,2ND,CENTRAL,34.0477,-118.2394,,,,,,,,,,,,,,,,
211307516,13,Newton,1341,BROADWAY,KING BL,34.0155,-118.2772,,,,,,,,,,,,,,,,
212002056,20,Olympic,2049,2900 W 8TH ST,,34.0577,-118.2891,,,,,,,,,,,,,,,,
211816261,18,Southeast,1829,2100 E 101ST ST,,33.9449,-118.2344,,,,,,,,,,,,,,,,
211812911,18,Southeast,1822,400 W CENTURY BL,,33.9456,-118.2808,,,,,,,,,,,,,,,,
210304701,3,Southwest,397,WALTON AV,JEFFERSON BL,34.0073,-118.298,,,,,,,,,,,,,,,,
211316468,13,Newton,1321,2100 S OLIVE ST,,34.0295,-118.269,,,,,,,,,,,,,,,,
211814822,18,Southeast,1844,400 E IMPERIAL HY,,33.9345,-118.2623,,,,,,,,,,,,,,,,
211806065,18,Southeast,1831,600 W 127TH ST,,33.917,-118.287,,,,,,,,,,,,,,,,
210912821,9,Van Nuys,904,15100 WYANDOTTE ST,,34.203,-118.4624,,,,,,,,,,,,,,,,
211914808,19,Mission,1956,14900 DEVONSHIRE ST,,34.2572,-118.4568,,,,,,,,,,,,,,,,
210213186,2,Rampart,217,1900 MONTROSE ST,,34.0759,-118.263,,,,,,,,,,,,,,,,
211107019,11,Northeast,1133,GLENDALE BL,GLENHURST AV,34.1161,-118.2627,,,,,,,,,,,,,,,,
211419016,14,Pacific,1432,LINCOLN,VENICE,33.9941,-118.4528,,,,,,,,,,,,,,,,
210118442,1,Central,164,7TH ST,SPRING,34.0445,-118.2523,,,,,,,,,,,,,,,,
211700671,17,Devonshire,1735,17000 SAN FERNANDO MISSION BL,,34.272,-118.5028,,,,,,,,,,,,,,,,
211216416,12,77th Street,1248,VERMONT,68TH ST,33.9782,-118.2914,,,,,,,,,,,,,,,,
210320266,3,Southwest,375,3900 S WESTERN AV,,34.0146,-118.313,,,,,,,,,,,,,,,,
210109731,1,Central,112,300 N SPRING ST,,34.0549,-118.2426,,,,,,,,,,,,,,,,
211217620,12,77th Street,1257,79TH ST,BROADWAY,33.9679,-118.2783,,,,,,,,,,,,,,,,
211217583,12,77th Street,1268,100 W 83RD ST,,33.9642,-118.2739,,,,,,,,,,,,,,,,
210308623,3,Southwest,373,39TH ST,DEGNAN BL,34.0146,-118.3311,,,,,,,,,,,,,,,,
212005715,20,Olympic,2039,2700 W 8TH ST,,34.0598,-118.2865,,,,,,,,,,,,,,,,
211814636,18,Southeast,1861,600 W 117TH ST,,33.9273,-118.287,,,,,,,,,,,,,,,,
211212906,12,77th Street,1205,1300 W 51ST ST,,33.9969,-118.2996,,,,,,,,,,,,,,,,
210912799,9,Van Nuys,914,KESTER,VANOWEN,34.1939,-118.4574,,,,,,,,,,,,,,,,
211215311,12,77th Street,1259,CENTRAL AV,78TH ST,33.968,-118.2564,,,,,,,,,,,,,,,,
221804010,18,Southeast,1824,AVALON BL,103RD ST,33.9438,-118.2652,,,,,,,,,,,,,,,,
210620040,6,Hollywood,636,6500 HOLLYWOOD BL,,34.1034,-118.3325,,,,,,,,,,,,,,,,
210411620,4,Hollenbeck,473,400 S ST LOUIS ST,,34.0376,-118.2166,,,,,,,,,,,,,,,,
210804468,8,West LA,898,8700 BEVERLYWOOD ST,,34.0369,-118.3823,,,,,,,,,,,,,,,,
210512620,5,Harbor,528,900 E DENNI ST,,33.7852,-118.252,,,,,,,,,,,,,,,,
211312318,13,Newton,1362,52ND ST,AVALON BL,33.9953,-118.2652,,,,,,,,,,,,,,,,
210905455,9,Van Nuys,932,VICTORY BL,KESTER AV,34.1867,-118.4574,,,,,,,,,,,,,,,,
210608669,6,Hollywood,645,SUNSET,LA BREA,34.098,-118.3441,,,,,,,,,,,,,,,,
211010927,10,West Valley,1034,6200 RESEDA BL,,34.1829,-118.536,,,,,,,,,,,,,,,,
211112361,11,Northeast,1134,2700 MOSS AV,,34.1116,-118.2383,,,,,,,,,,,,,,,,
210209801,2,Rampart,212,3500 W TEMPLE ST,,34.08,-118.2881,,,,,,,,,,,,,,,,
210416093,4,Hollenbeck,464,CESAR E CHAVEZ,BREED,34.0473,-118.2089,,,,,,,,,,,,,,,,
211516588,15,N Hollywood,1586,LANKERSHIM,VALLEYHEART,34.1419,-118.361,,,,,,,,,,,,,,,,
211319632,13,Newton,1362,WALL ST,47TH PL,34.0002,-118.2718,,,,,,,,,,,,,,,,
211507567,15,N Hollywood,1503,ARCHWOOD DR,BELLINGHAM AV,34.1921,-118.3981,,,,,,,,,,,,,,,,
211223383,12,77th Street,1267,500 W 83RD ST,,33.9632,-118.2834,,,,,,,,,,,,,,,,
211819465,18,Southeast,1832,10500 S BROADWAY,,33.9407,-118.2781,,,,,,,,,,,,,,,,
211908343,19,Mission,1981,8800 LANGDON AV,,34.2302,-118.4698,,,,,,,,,,,,,,,,
211812735,18,Southeast,1806,900 E 90TH ST,,33.9547,-118.2586,,,,,,,,,,,,,,,,
211400805,14,Pacific,1435,CENTINELA,CHARNOCK,34.0078,-118.4366,,,,,,,,,,,,,,,,
210401008,4,Hollenbeck,423,2600 N MAIN ST,,34.066,-118.2155,,,,,,,,,,,,,,,,
211110636,11,Northeast,1186,PARK ROW DR,GRAND VIEW DR,34.0768,-118.2314,,,,,,,,,,,,,,,,
211514696,15,N Hollywood,1514,12000 HART ST,,34.1976,-118.3954,,,,,,,,,,,,,,,,
210112342,1,Central,166,6TH ST,SAN JUAN,34.0421,-118.2469,,,,,,,,,,,,,,,,
210119236,1,Central,166,600 WALL ST,,34.042,-118.2485,,,,,,,,,,,,,,,,
210114372,1,Central,146,400 S LOS ANGELES ST,,34.0467,-118.247,,,,,,,,,,,,,,,,
212111866,21,Topanga,2114,7600 TOPANGA CANYON BL,,34.2139,-118.6103,,,,,,,,,,,,,,,,
211910245,19,Mission,1984,CEDROS AV,PARTHENIA,34.2281,-118.4535,,,,,,,,,,,,,,,,
211808865,18,Southeast,1862,200 E 116TH ST,,33.9292,-118.2717,,,,,,,,,,,,,,,,
211711545,17,Devonshire,1701,19700 RINALDI ST,,34.2748,-118.5649,,,,,,,,,,,,,,,,
211807910,18,Southeast,1823,200 E COLDEN AV,,33.9492,-118.2717,,,,,,,,,,,,,,,,
211215623,12,77th Street,1256,GRAND AV,73RD ST,33.9737,-118.2804,,,,,,,,,,,,,,,,
211500959,15,N Hollywood,1532,6000 LAUREL CANYON BL,,34.1797,-118.4014,,,,,,,,,,,,,,,,
212000903,20,Olympic,2029,4TH ST,WESTMORELAND,34.0668,-118.2884,,,,,,,,,,,,,,,,
210604180,6,Hollywood,646,CHEROKEE,HOLLYWOOD,34.1016,-118.335,,,,,,,,,,,,,,,,
211111565,11,Northeast,1137,5500 ASH ST,,34.1113,-118.1977,,,,,,,,,,,,,,,,
211916575,19,Mission,1967,13500 OSBORNE ST,,34.2416,-118.4371,,,,,,,,,,,,,,,,
211224585,12,77th Street,1266,700 W 81ST ST,,33.9655,-118.2838,,,,,,,,,,,,,,,,
210909940,9,Van Nuys,981,VENTURA BL,SEPULVEDA BL,34.1538,-118.4662,,,,,,,,,,,,,,,,
210100975,1,Central,148,5TH,TOWNE,34.0435,-118.2427,,,,,,,,,,,,,,,,
210210440,2,Rampart,245,400 S GRAND VIEW ST,,34.063,-118.2754,,,,,,,,,,,,,,,,
210406636,4,Hollenbeck,459,400 N EVERGREEN AV,,34.0437,-118.2003,,,,,,,,,,,,,,,,
211215292,12,77th Street,1211,54TH ST,2ND AV,33.9932,-118.3193,,,,,,,,,,,,,,,,
211211894,12,77th Street,1249,6800 S FIGUEROA ST,,33.9778,-118.2827,,,,,,,,,,,,,,,,
210300663,3,Southwest,326,BUDLONG AV,27TH ST,34.0305,-118.2959,,,,,,,,,,,,,,,,
210507978,5,Harbor,506,WESTERN,CARSON,33.8315,-118.309,,,,,,,,,,,,,,,,
211225333,12,77th Street,1257,700 W 78TH ST,,33.9688,-118.2846,,,,,,,,,,,,,,,,
210611308,6,Hollywood,643,SUNSET BL,LA BREA,34.098,-118.3441,,,,,,,,,,,,,,,,
211900808,19,Mission,1984,8600 CEDROS AV,,34.2265,-118.4565,,,,,,,,,,,,,,,,
210415276,4,Hollenbeck,478,CAMULOS ST,7TH ST,34.0285,-118.2031,,,,,,,,,,,,,,,,
210414885,4,Hollenbeck,423,1100 N MISSION RD,,34.0651,-118.2116,,,,,,,,,,,,,,,,
210620923,6,Hollywood,645,FRANKLIN,OUTPOST,34.1041,-118.3439,,,,,,,,,,,,,,,,
211800601,18,Southeast,1861,11400 S VERMONT AV,,33.9304,-118.2916,,,,,,,,,,,,,,,,
210312783,3,Southwest,317,2300 S BUDLONG AV,,34.0355,-118.2964,,,,,,,,,,,,,,,,
210706202,7,Wilshire,749,4500 W OLYMPIC BL,,34.0585,-118.3262,,,,,,,,,,,,,,,,
211400855,14,Pacific,1431,1400 OCEAN FRONT WK,,33.9874,-118.4741,,,,,,,,,,,,,,,,
211314997,13,Newton,1353,47TH ST,CENTRAL AV,34.0008,-118.2565,,,,,,,,,,,,,,,,
210212885,2,Rampart,245,WILSHIRE,PARK VIEW,34.0597,-118.2795,,,,,,,,,,,,,,,,
212105428,21,Topanga,2105,8600 INTERNATIONAL AV,,34.2264,-118.5995,,,,,,,,,,,,,,,,
211805514,18,Southeast,1844,11300 AVALON BL,,33.9316,-118.2652,,,,,,,,,,,,,,,,
211809146,18,Southeast,1831,500 W ATHENS BL,,33.9207,-118.283,,,,,,,,,,,,,,,,
211816328,18,Southeast,1802,MAIN,90TH ST,33.9546,-118.2739,,,,,,,,,,,,,,,,
210117437,1,Central,119,800 N ALAMEDA ST,,34.0561,-118.2375,,,,,,,,,,,,,,,,
211915070,19,Mission,1994,14800 ROSCOE BL,,34.2215,-118.4559,,,,,,,,,,,,,,,,
211500902,15,N Hollywood,1599,3100 CAHUENGA BL,,34.1266,-118.3454,,,,,,,,,,,,,,,,
211310970,13,Newton,1383,E 60TH ST,WALL ST,33.9852,-118.2718,,,,,,,,,,,,,,,,
210319584,3,Southwest,396,S HOOVER,W VERNON AV,34.0037,-118.2872,,,,,,,,,,,,,,,,
211006852,10,West Valley,1033,6100 RESEDA BL,,34.1847,-118.5441,,,,,,,,,,,,,,,,
211816602,18,Southeast,1821,9500 S FIGUEROA ST,,33.9467,-118.2871,,,,,,,,,,,,,,,,
211404175,14,Pacific,1456,12300 CULVER BL,,33.9937,-118.4193,,,,,,,,,,,,,,,,
210711538,7,Wilshire,721,300 S HOLT AV,,34.0728,-118.3785,,,,,,,,,,,,,,,,
210205756,2,Rampart,248,300 COLUMBIA AV,,34.0572,-118.2658,,,,,,,,,,,,,,,,
211315489,13,Newton,1375,1400 E 58TH ST,,33.9902,-118.2483,,,,,,,,,,,,,,,,
211817836,18,Southeast,1846,PARMELEE AV,114TH ST,33.9321,-118.2502,,,,,,,,,,,,,,,,
211820615,18,Southeast,1842,100 E 112TH ST,,33.933,-118.2739,,,,,,,,,,,,,,,,
210600764,6,Hollywood,637,6200 HOLLYWOOD BL,,34.103,-118.3225,,,,,,,,,,,,,,,,
210315780,3,Southwest,392,5000 11TH AV,,33.9974,-118.3294,,,,,,,,,,,,,,,,
211810598,18,Southeast,1832,108TH ST,BROADWAY,33.9383,-118.2784,,,,,,,,,,,,,,,,
210405447,4,Hollenbeck,448,2500 ALCAZAR ST,,34.0618,-118.1968,,,,,,,,,,,,,,,,
211112595,11,Northeast,1162,1300 LYMAN PL,,34.0957,-118.2885,,,,,,,,,,,,,,,,
210300924,3,Southwest,376,3800 DENKER AV,,34.0169,-118.3045,,,,,,,,,,,,,,,,
212013924,20,Olympic,2083,2200 VENICE BL,,34.0436,-118.3077,,,,,,,,,,,,,,,,
211318849,13,Newton,1347,MARTIN LUTHER KING JR BL,LONG BEACH,34.0099,-118.243,,,,,,,,,,,,,,,,
211906615,19,Mission,1951,DEVONSHIRE,SEPULVEDA,34.2573,-118.4675,,,,,,,,,,,,,,,,
211016032,10,West Valley,1067,5400 WHITE OAK AV,,34.1693,-118.5184,,,,,,,,,,,,,,,,
211812427,18,Southeast,1842,200 W 109TH ST,,33.9374,-118.2775,,,,,,,,,,,,,,,,
210605274,6,Hollywood,647,5800 W SUNSET BL,,34.0998,-118.3211,,,,,,,,,,,,,,,,
210319386,3,Southwest,393,4300 CRENSHAW BL,,34.0049,-118.3334,,,,,,,,,,,,,,,,
210216164,2,Rampart,269,700 GARLAND AV,,34.0517,-118.2663,,,,,,,,,,,,,,,,
210620311,6,Hollywood,646,HOLLYWOOD BL,IVAR AV,34.1016,-118.3281,,,,,,,,,,,,,,,,
211305635,13,Newton,1354,4000 S SAN PEDRO ST,,34.0083,-118.2719,,,,,,,,,,,,,,,,
211809794,18,Southeast,1829,S LAUREL ST,E CENTURY BL,33.9465,-118.231,,,,,,,,,,,,,,,,
211313493,13,Newton,1331,100 E 27TH ST,,34.0226,-118.266,,,,,,,,,,,,,,,,
211209313,12,77th Street,1267,800 W 84TH ST,,33.9624,-118.2907,,,,,,,,,,,,,,,,
211224180,12,77th Street,1208,600 W VERNON AV,,34.0037,-118.284,,,,,,,,,,,,,,,,
210415968,4,Hollenbeck,422,MANITOU,GRIFFIN,34.0719,-118.2117,,,,,,,,,,,,,,,,
211224575,12,77th Street,1248,800 W 70TH ST,,33.9764,-118.2873,,,,,,,,,,,,,,,,
211204621,12,77th Street,1257,FLOWER,78TH,33.9689,-118.2814,,,,,,,,,,,,,,,,
210705483,7,Wilshire,764,5100 VENICE BL,,34.0451,-118.3519,,,,,,,,,,,,,,,,
211319480,13,Newton,1361,5000 S BROADWAY,,33.997,-118.2783,,,,,,,,,,,,,,,,
211910618,19,Mission,1911,SAN FERNANDO RD,ROXFORD,34.31,-118.4732,,,,,,,,,,,,,,,,
210108848,1,Central,156,5TH,SAN PEDRO,34.0444,-118.2443,,,,,,,,,,,,,,,,
211419603,14,Pacific,1409,9000 VENICE BL,,34.0279,-118.3909,,,,,,,,,,,,,,,,
211207042,12,77th Street,1268,8500 S BROADWAY,,33.961,-118.2783,,,,,,,,,,,,,,,,
210116746,1,Central,158,S 6TH ST,STANFORD,34.0403,-118.2421,,,,,,,,,,,,,,,,
211814165,18,Southeast,1834,105TH ST,TOWNE AV,33.941,-118.2674,,,,,,,,,,,,,,,,
211308842,13,Newton,1361,47TH ST,MAIN ST,34.001,-118.274,,,,,,,,,,,,,,,,
211310214,13,Newton,1313,21ST ST,TRINITY ST,34.0268,-118.2605,,,,,,,,,,,,,,,,
211109163,11,Northeast,1177,IDELL,AVENUE 28,34.0866,-118.2236,,,,,,,,,,,,,,,,
210510967,5,Harbor,585,1800 S PACIFIC AV,,33.7243,-118.2963,,,,,,,,,,,,,,,,
210817350,8,West LA,881,STONER AV,MISSISSIPPI AV,34.0351,-118.45,,,,,,,,,,,,,,,,
211009039,10,West Valley,1023,SHERMAN WY,WILBUR AV,34.2011,-118.5447,,,,,,,,,,,,,,,,
211700993,17,Devonshire,1762,20900 LASSEN ST,,34.25,-118.5886,,,,,,,,,,,,,,,,
211604179,16,Foothill,1695,11000 LULL ST,,34.2093,-118.3725,,,,,,,,,,,,,,,,
212005222,20,Olympic,2088,1800 S NEW ENGLAND ST,,34.0416,-118.2877,,,,,,,,,,,,,,,,
210909935,9,Van Nuys,914,VAN NUYS BL,VANOWEN ST,34.1939,-118.4487,,,,,,,,,,,,,,,,
210308959,3,Southwest,362,4700 RODEO LN,,34.0204,-118.3483,,,,,,,,,,,,,,,,
210400924,4,Hollenbeck,406,4400 VIA MARISOL,,34.0983,-118.1828,,,,,,,,,,,,,,,,
211508212,15,N Hollywood,1585,11000 VENTURA BL,,34.143,-118.3727,,,,,,,,,,,,,,,,
211512987,15,N Hollywood,1517,VINELAND,VANOWEN,34.194,-118.3703,,,,,,,,,,,,,,,,
211604362,16,Foothill,1622,SAN FERNANDO RD,SUNLAND BL,34.2694,-118.4315,,,,,,,,,,,,,,,,
211200652,12,77th Street,1259,78TH ST,CROCKER AV,33.9688,-118.2684,,,,,,,,,,,,,,,,
212000984,20,Olympic,2029,3400 W 3RD ST,,34.0691,-118.2899,,,,,,,,,,,,,,,,
210100835,1,Central,152,600 S FIGUEROA ST,,34.0505,-118.2588,,,,,,,,,,,,,,,,
211000576,10,West Valley,1035,6600 DARBY AV,,34.1902,-118.5335,,,,,,,,,,,,,,,,
211215730,12,77th Street,1258,100 W 73RD ST,,33.9737,-118.2745,,,,,,,,,,,,,,,,
211506078,15,N Hollywood,1511,7300 ETHEL AV,,34.2031,-118.4182,,,,,,,,,,,,,,,,
211707011,17,Devonshire,1781,20900 PARTHENIA ST,,34.2332,-118.5829,,,,,,,,,,,,,,,,
211311888,13,Newton,1361,49TH ST,BROADWAY,33.9983,-118.2783,,,,,,,,,,,,,,,,
210112008,1,Central,157,5TH,TOWNE,34.043,-118.242,,,,,,,,,,,,,,,,
211819055,18,Southeast,1832,100 E 104TH ST,,33.9419,-118.2739,,,,,,,,,,,,,,,,
211224540,12,77th Street,1233,1600 W 60TH PL,,33.985,-118.3046,,,,,,,,,,,,,,,,
210408792,4,Hollenbeck,408,HUNTINGTON DR,CASTALIA,34.0868,-118.177,,,,,,,,,,,,,,,,
210615412,6,Hollywood,669,5400 VIRGINIA AV,,34.0919,-118.3085,,,,,,,,,,,,,,,,
211611871,16,Foothill,1621,LAUREL CANYON,PAXTON,34.2647,-118.4384,,,,,,,,,,,,,,,,
210900528,9,Van Nuys,985,VALLEYHEART,STANSBURY,34.1549,-118.441,,,,,,,,,,,,,,,,
211111012,11,Northeast,1181,2800 W SUNSET BL,,34.0808,-118.2655,,,,,,,,,,,,,,,,
210709331,7,Wilshire,789,2200 9TH AV,,34.0371,-118.3272,,,,,,,,,,,,,,,,
211219853,12,77th Street,1263,MANCHESTER AV,VAN NESS AV,33.96,-118.3178,,,,,,,,,,,,,,,,
210310662,3,Southwest,395,WESTERN AV,VERNON AV,34.0037,-118.3089,,,,,,,,,,,,,,,,
210917567,9,Van Nuys,923,6500 VAN NUYS BL,,34.1903,-118.4574,,,,,,,,,,,,,,,,
210611284,6,Hollywood,668,ST ANDREWS,VIRGINIA,34.0944,-118.3125,,,,,,,,,,,,,,,,
212100557,21,Topanga,2185,22100 CLARENDON ST,,34.1696,-118.6102,,,,,,,,,,,,,,,,
211416219,14,Pacific,1444,LINCOLN BL,WASHINGTON BL,33.9905,-118.4478,,,,,,,,,,,,,,,,
210408976,4,Hollenbeck,497,3300 E OLYMPIC BL,,34.0191,-118.2083,,,,,,,,,,,,,,,,
211100677,11,Northeast,1181,2700 W SUNSET BL,,34.0808,-118.2655,,,,,,,,,,,,,,,,
211506071,15,N Hollywood,1514,6700 LAUREL CANYON BL,,34.1921,-118.3965,,,,,,,,,,,,,,,,
210510807,5,Harbor,555,00 SAN PEDRO,,33.7483,-118.2931,,,,,,,,,,,,,,,,
210300601,3,Southwest,326,2600 HALLDALE AV,,34.0322,-118.3028,,,,,,,,,,,,,,,,
210609778,6,Hollywood,663,FOUNTAIN AV,SEWARD,34.0944,-118.3332,,,,,,,,,,,,,,,,
211614164,16,Foothill,1613,12500 VAN NUYS BL,,34.2781,-118.4056,,,,,,,,,,,,,,,,
210219044,2,Rampart,215,SILVERLAKE,TEMPLE,34.0757,-118.2777,,,,,,,,,,,,,,,,
211216000,12,77th Street,1257,W 79TH ST,GRAND AV,33.9679,-118.2803,,,,,,,,,,,,,,,,
211319047,13,Newton,1365,53RD ST,ASCOT,33.9948,-118.2503,,,,,,,,,,,,,,,,
210118619,1,Central,166,500 E 7TH ST,,34.0421,-118.2469,,,,,,,,,,,,,,,,
210306726,3,Southwest,398,FIGUEROA,41ST DR,34.0097,-118.2827,,,,,,,,,,,,,,,,
211516148,15,N Hollywood,1526,6400 LANKERSHIM BL,,34.1868,-118.3878,,,,,,,,,,,,,,,,
210508152,5,Harbor,566,10TH,MESA,33.7351,-118.2858,,,,,,,,,,,,,,,,
210304745,3,Southwest,336,2100 W 29TH PL,,34.0282,-118.3151,,,,,,,,,,,,,,,,
211111380,11,Northeast,1162,1100 N HOOVER ST,,34.0912,-118.2844,,,,,,,,,,,,,,,,
210507330,5,Harbor,529,700 FLINT AV,,33.7792,-118.2494,,,,,,,,,,,,,,,,
210911361,9,Van Nuys,905,VALERIO ST,VAN NUYS BL,34.2048,-118.4487,,,,,,,,,,,,,,,,
211809957,18,Southeast,1841,500 W 108TH ST,,33.9383,-118.2829,,,,,,,,,,,,,,,,
210315782,3,Southwest,362,4500 W MARTIN LUTHER KING JR BL,,34.0175,-118.346,,,,,,,,,,,,,,,,
210311323,3,Southwest,376,WESTERN AV,BROWNING BL,34.0119,-118.3089,,,,,,,,,,,,,,,,
